"Instruction","Opcode","Valid 64-bit","Valid 32-bit","Valid 16-bit","Feature Flags","Operand 1","Operand 2","Operand 3","Operand 4","Tuple Type","Description"
"JL rel8","LEX.WN 7C ib","Valid","Valid","Valid","","ib","","","","","Jump short if less (SF!=OF)."
"JL relw","LEX.0F.W0 8C iw","Valid","Valid","Valid","","iw","","","","","Jump near if less (SF!=OF)."
"JLE rel8","LEX.WN 7E ib","Valid","Valid","Valid","","ib","","","","","Jump short if less or equal (ZF=1 or SF!=OF)."
"JLE relw","LEX.0F.W0 8E iw","Valid","Valid","Valid","","iw","","","","","Jump near if less or equal (ZF=1 or SF!=OF)."
"JMP relw","LEX.WX E9 iwd","Valid","Valid","Valid","","iwd","","","","","Jump near, relative, RIP = RIP + 32-bit displacement sign extended to 64-bits"
"JMP rel8","LEX.WN EB ib","Valid","Valid","Valid","","ib","","","","","Jump short, RIP = RIP + 8-bit displacement sign extended to 64-bits"
"JMP rw/mw","LEX.WW FF /4","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Jump near, absolute indirect, address given in r/m."
"LJMP far16:16","LEX.WW EA iwd i16 o16","Invalid","Valid","Valid","","imm","ime","","","","Jump far, absolute, address given in operand"
"LJMP far16:32","LEX.WW EA iwd i16 o32","Invalid","Valid","Valid","","imm","ime","","","","Jump far, absolute, address given in operand"
"LJMP memfar16:16","LEX.WW FF /5 o16","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Jump far, absolute indirect, address given in m16:16"
"LJMP memfar16:32","LEX.WW FF /5 o32","Invalid","Valid","Valid","","ModRM:r/m (r)","","","","","Jump far, absolute indirect, address given in m16:32."
"LJMP memfar16:64","LEX.WW FF /5 o64","Valid","Invalid","Invalid","","ModRM:r/m (r)","","","","","Jump far, absolute indirect, address given in m16:64."
"JNA rel8","LEX.WN 76 ib","Valid","Valid","Valid","","ib","","","","","Jump short if not above (CF=1 or ZF=1)."
"JNA relw","LEX.0F.W0 86 iw","Valid","Valid","Valid","","iw","","","","","Jump near if not above (CF=1 or ZF=1)."
"JNAE rel8","LEX.WN 72 ib","Valid","Valid","Valid","","ib","","","","","Jump short if not above or equal (CF=1)."
"JNAE relw","LEX.0F.W0 82 iw","Valid","Valid","Valid","","iw","","","","","Jump near if not above or equal (CF=1)."
"JNB rel8","LEX.WN 73 ib","Valid","Valid","Valid","","ib","","","","","Jump short if not below (CF=0)."
"JNB relw","LEX.0F.W0 83 iw","Valid","Valid","Valid","","iw","","","","","Jump near if not below (CF=0)."
"JNBE rel8","LEX.WN 77 ib","Valid","Valid","Valid","","ib","","","","","Jump short if not below or equal (CF=0 and ZF=0)."
"JNBE relw","LEX.0F.W0 87 iw","Valid","Valid","Valid","","iw","","","","","Jump near if not below or equal (CF=0 and ZF=0)."
"JNC rel8","LEX.WN 73 ib","Valid","Valid","Valid","","ib","","","","","Jump short if not carry (CF=0)."
"JNC relw","LEX.0F.W0 83 iw","Valid","Valid","Valid","","iw","","","","","Jump near if not carry (CF=0)."
"JNE rel8","LEX.WN 75 ib","Valid","Valid","Valid","","ib","","","","","Jump short if not equal (ZF=0)."
"JNE relw","LEX.0F.W0 85 iw","Valid","Valid","Valid","","iw","","","","","Jump near if not equal (ZF=0)."
"JNG rel8","LEX.WN 7E ib","Valid","Valid","Valid","","ib","","","","","Jump short if not greater (ZF=1 or SF!=OF)."
"JNG relw","LEX.0F.W0 8E iw","Valid","Valid","Valid","","iw","","","","","Jump near if not greater (ZF=1 or SF!=OF)."
"JNGE rel8","LEX.WN 7C ib","Valid","Valid","Valid","","ib","","","","","Jump short if not greater or equal (SF!=OF)."
"JNGE relw","LEX.0F.W0 8C iw","Valid","Valid","Valid","","iw","","","","","Jump near if not greater or equal (SF!=OF)."
"JNL rel8","LEX.WN 7D ib","Valid","Valid","Valid","","ib","","","","","Jump short if not less (SF=OF)."
"JNL relw","LEX.0F.W0 8D iw","Valid","Valid","Valid","","iw","","","","","Jump near if not less (SF=OF)."
"JNLE rel8","LEX.WN 7F ib","Valid","Valid","Valid","","ib","","","","","Jump short if not less or equal (ZF=0 and SF=OF)."
"JNLE relw","LEX.0F.W0 8F iw","Valid","Valid","Valid","","iw","","","","","Jump near if not less or equal (ZF=0 and SF=OF)."
"JNO rel8","LEX.WN 71 ib","Valid","Valid","Valid","","ib","","","","","Jump short if not overflow (OF=0)."
"JNO relw","LEX.0F.W0 81 iw","Valid","Valid","Valid","","iw","","","","","Jump near if not overflow (OF=0)."
"JNP rel8","LEX.WN 7B ib","Valid","Valid","Valid","","ib","","","","","Jump short if not parity (PF=0)."
"JNP relw","LEX.0F.W0 8B iw","Valid","Valid","Valid","","iw","","","","","Jump near if not parity (PF=0)."
"JNS rel8","LEX.WN 79 ib","Valid","Valid","Valid","","ib","","","","","Jump short if not sign (SF=0)."
"JNS relw","LEX.0F.W0 89 iw","Valid","Valid","Valid","","iw","","","","","Jump near if not sign (SF=0)."
"JNZ rel8","LEX.WN 75 ib","Valid","Valid","Valid","","ib","","","","","Jump short if not zero (ZF=0)."
"JNZ relw","LEX.0F.W0 85 iw","Valid","Valid","Valid","","iw","","","","","Jump near if not zero (ZF=0)."
"JO rel8","LEX.WN 70 ib","Valid","Valid","Valid","","ib","","","","","Jump short if overflow (OF=1)."
"JO relw","LEX.0F.W0 80 iw","Valid","Valid","Valid","","iw","","","","","Jump near if overflow (OF=1)."
"JP rel8","LEX.WN 7A ib","Valid","Valid","Valid","","ib","","","","","Jump short if parity (PF=1)."
"JP relw","LEX.0F.W0 8A iw","Valid","Valid","Valid","","iw","","","","","Jump near if parity (PF=1)."
"JPE rel8","LEX.WN 7A ib","Valid","Valid","Valid","","ib","","","","","Jump short if parity even (PF=1)."
"JPE relw","LEX.0F.W0 8A iw","Valid","Valid","Valid","","iw","","","","","Jump near if parity even (PF=1)."
"JPO rel8","LEX.WN 7B ib","Valid","Valid","Valid","","ib","","","","","Jump short if parity odd (PF=0)."
"JPO relw","LEX.0F.W0 8B iw","Valid","Valid","Valid","","iw","","","","","Jump near if parity odd (PF=0)."
"JRCXZ rel8","LEX.WN E3 ib a64","Valid","Invalid","Invalid","","ib","","","","","Jump short if RCX register is 0."
"JS rel8","LEX.WN 78 ib","Valid","Valid","Valid","","ib","","","","","Jump short if sign (SF=1)."
"JZ rel8","LEX.WN 74 ib","Valid","Valid","Valid","","ib","","","","","Jump short if zero (ZF = 1)."
"JZ relw","LEX.0F.W0 84 iw","Valid","Valid","Valid","","iw","","","","","Jump near if 0 (ZF=1)."
"LAHF ah","LEX.WN 9F","Invalid","Valid","Valid","","RAX (w)","","","","","Load: AH := EFLAGS(SF:ZF:0:AF:0:PF:1:CF)."
"LAR rw, r16/m16","LEX.0F.W0 02 /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","reg := access rights referenced by r/m"
"LDS r16, memfar16:16","LEX.WX C5 /r o16","Invalid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load DS:r16 with far pointer from memory."
"LDS r32, memfar16:32","LEX.WX C5 /r o32","Invalid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load DS:r32 with far pointer from memory."
"LEA rw, m","LEX.WX 8D /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Store effective address for m in register r."
"LEAVE","LEX.WW C9","Valid","Valid","Valid","","RSP (r, w, i)","RBP (r, w, i)","","","","Set SP/ESP/RSP to BP/EBP/RBP, then pop BP/EBP/RBP."
"LES r16, memfar16:16","LEX.WX C4 /r o16","Invalid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load ES:r16 with far pointer from memory."
"LES r32, memfar16:32","LEX.WX C4 /r o32","Invalid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load ES:r32 with far pointer from memory."
"LFENCE","LEX.0F.W0 AE E8","Valid","Valid","Valid","","","","","","","Serializes load operations."
"LFS r16, memfar16:16","LEX.0F.WX B4 /r o16","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load FS:r16 with far pointer from memory."
"LFS r32, memfar16:32","LEX.0F.WX B4 /r o32","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load FS:r32 with far pointer from memory."
"LFS r64, memfar16:64","LEX.0F.WX B4 /r o64","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load FS:r64 with far pointer from memory."
"LGDT m","LEX.0F.W0 01 /2","Valid","Valid","Valid","","ModRM:r/m (r, ModRM:[7:6] must not be 11b)","","","","","Load m into GDTR."
"LGS r16, memfar16:16","LEX.0F.WX B5 /r o16","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load GS:r16 with far pointer from memory."
"LGS r32, memfar16:32","LEX.0F.WX B5 /r o32","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load GS:r32 with far pointer from memory."
"LGS r64, memfar16:64","LEX.0F.WX B5 /r o64","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load GS:r64 with far pointer from memory."
"LIDT m","LEX.0F.W0 01 /3","Valid","Valid","Valid","","ModRM:r/m (r, ModRM:[7:6] must not be 11b)","","","","","Load m into IDTR."
"LLDT r32/m16","LEX.0F.W0 00 /2","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Load segment selector r/m into LDTR."
"LLDT r64/m16","LEX.0F.W1 00 /2","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Load segment selector r/m into LDTR."
"LMSW r32/m16","LEX.0F.W0 01 /6","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Loads r/m in machine status word of CR0."
"LMSW r64/m16","LEX.0F.W1 01 /6","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Loads r/m in machine status word of CR0."
"LODSB al, psi","LEX.WB AC rep","Valid","Valid","Valid","","RAX (w)","RSI (r)","","","","Load byte at address DS:SI/ESI/RSI into AL. "
"LODSD aw, psi","LEX.WX AD o32 rep","Valid","Valid","Valid","","RAX (w)","RSI (r)","","","","Load dword at address DS:SI/ESI/RSI into EAX."
"LODSQ aw, psi","LEX.WX AD o64 rep","Valid","Invalid","Invalid","","RAX (w)","RSI (r)","","","","Load qword at address DS:RSI into RAX."
"LODSW aw, psi","LEX.WX AD o16 rep","Valid","Valid","Valid","","RAX (w)","RSI (r)","","","","Load word at address DS:SI/ESI/RSI into AX."
"LOOP rel8","LEX.WN E2 ib","Valid","Valid","Valid","","ib","RCX (r, w)","","","","Decrement count; jump short if count !=0."
"LOOPE rel8","LEX.WN E1 ib","Valid","Valid","Valid","","ib","RCX (r, w)","","","","Decrement count; jump short if count !=0 and ZF = 1."
"LOOPNE rel8","LEX.WN E0 ib","Valid","Valid","Valid","","ib","RCX (r, w)","","","","Decrement count; jump short if count !=0 and ZF = 0."
"LOOPNZ rel8","LEX.WN E0 ib","Valid","Valid","Valid","","ib","RCX (r, w)","","","","Decrement count; jump short if count !=0 and ZF = 0."
"LOOPZ rel8","LEX.WN E1 ib","Valid","Valid","Valid","","ib","RCX (r, w)","","","","Decrement count; jump short if count !=0 and ZF = 0."
"LSL r32, r16/m16","LEX.0F.W0 03 /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load: r := segment limit, selector r/m."
"LSL r64, r16/m16","LEX.0F.W1 03 /r","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load: r := segment limit, selector r/m"
"LSS r16, memfar16:16","LEX.0F.WX B2 /r o16","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load SS:r16 with far pointer from memory."
"LSS r32, memfar16:32","LEX.0F.WX B2 /r o32","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load SS:r32 with far pointer from memory."
"LSS r64, memfar16:64","LEX.0F.WX B2 /r o64","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Load SS:r64 with far pointer from memory."
"LTR r32/m16","LEX.0F.W0 00 /3","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Load r/m into task register."
"LTR r64/m16","LEX.0F.W1 00 /3","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Load r/m into task register."
"MASKMOVQ mm1, mm2","LEX.0F.W0 F7 /r","Valid","Valid","Valid","","ModRM:reg (r)","ModRM:r/m (r)","RDI (r)","","","Selectively write bytes from mm1 to memory location using the byte mask in mm2. The default memory location is specified by DS:DI/EDI/RDI."
"MFENCE","LEX.0F.W0 AE F0","Valid","Valid","Valid","","","","","","","Serializes load and store operations."
"MONITOR","LEX.0F.W0 01 C8","Valid","Valid","Valid","","RAX (r)","","","","","Sets up a linear address range to be monitored by hardware and activates the monitor. The address range should be a write- back memory caching type. The address is DS:AX/EAX/RAX."
"MOV ra, CR0-CR15","LEX.0F.W0 20 /r","Valid","Valid","Valid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Move control register to r (only CR0-CR8 are supported)."
"MOV ra, DR0-DR7","LEX.0F.W0 21 /r","Valid","Valid","Valid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Move debug register to r."
"MOV CR0-CR15, ra","LEX.0F.W0 22 /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move r to control register (only CR0-CR8 are supported)."
"MOV DR0-DR7, ra","LEX.0F.W0 23 /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move r to debug register."
"MOV r8/m8, r8","LEX.WB 88 /r","Valid","Valid","Valid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Move r8 to r8/m8."
"MOV rw/mw, rw","LEX.WX 89 /r","Valid","Valid","Valid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Move r to r/m."
"MOV r8, r8/m8","LEX.WB 8A /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move r8/m8 to r8."
"MOV rw, rw/mw","LEX.WX 8B /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move r/m to r."
"MOV r32/m16, Sreg","LEX.WN 8C /r","Valid","Valid","Valid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Move segment register to r/m."
"MOV Sreg, r32/m16","LEX.WN 8E /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move r/m to segment register."
"MOVABS al, moffs","LEX.WB A0 iw","Invalid","Valid","Valid","","RAX (w)","iw","","","","Move byte at (seg:offset) to AL."
"MOVABS al, moffs","LEX.WB A0 i64","Valid","Invalid","Invalid","","RAX (w)","i64","","","","Move byte at (offset) to AL."
"MOVABS aw, moffs","LEX.WX A1 iw","Invalid","Valid","Valid","","RAX (w)","iw","","","","Move word at (seg:offset) to AX/EAX."
"MOVABS aw, moffs","LEX.WX A1 i64","Valid","Invalid","Invalid","","RAX (w)","i64","","","","Move quadword at (offset) to RAX."
"MOVABS moffs, al","LEX.WB A2 iw","Invalid","Valid","Valid","","iw","RAX (r)","","","","Move AL to byte at (seg:offset)."
"MOVABS moffs, al","LEX.WB A2 i64","Valid","Invalid","Invalid","","i64","RAX (r)","","","","Move AL to byte at (offset)."
"MOVABS moffs, aw","LEX.WX A3 iw","Invalid","Valid","Valid","","iw","RAX (r)","","","","Move AX/EAX to word at (seg:offset)."
"MOVABS moffs, aw","LEX.WX A3 i64","Valid","Invalid","Invalid","","i64","RAX (r)","","","","Move RAX to (offset)."
"MOV r8, ib","LEX.WB B0+r ib","Valid","Valid","Valid","","opcode +r (w)","ib","","","","Move ib to r8."
"MOV rw, i16","LEX.WX B8+r i16 o16","Valid","Valid","Valid","","opcode +r (w)","iw","","","","Move iw to r."
"MOV rw, i32","LEX.WX B8+r i32 o32","Valid","Valid","Valid","","opcode +r (w)","iw","","","","Move iw to r."
"MOVABS rw, i64","LEX.WX B8+r i64 o64","Valid","Invalid","Invalid","","opcode +r (w)","i64","","","","Move iq to r."
"MOV r8/m8, ib","LEX.WB C6 /0 ib","Valid","Valid","Valid","","ModRM:r/m (w)","ib","","","","Move ib to r8/m8."
"MOV rw/mw, iw","LEX.WX C7 /0 iw","Valid","Valid","Valid","","ModRM:r/m (w)","iw","","","","Move iw to r/m."
"MOVBE rw, mw","LEX.0F38.W0 F0 /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Reverse byte order in m and move to r."
"MOVBE rw, mw","LEX.0F38.W1 F0 /r","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Reverse byte order in m and move to r."
"MOVBE mw, rw","LEX.0F38.W0 F1 /r","Valid","Valid","Valid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Reverse byte order in r and move to m."
"MOVBE mw, rw","LEX.0F38.W1 F1 /r","Valid","Invalid","Invalid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Reverse byte order in r and move to m."
"MOVDQ2Q mm, xmm","LEX.F2.0F.W0 D6 /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move low quadword from xmm to mmx register."
"MOVNTI mw, rw","LEX.0F.W0 C3 /r","Valid","Valid","Valid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Move doubleword from r to m using non- temporal hint."
"MOVNTI mw, rw","LEX.0F.W1 C3 /r","Valid","Invalid","Invalid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Move quadword from r to m using non- temporal hint."
"MOVNTQ m64, mm","LEX.0F.W0 E7 /r","Valid","Valid","Valid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Move quadword from mm to m64 using non- temporal hint."
"MOVQ2DQ xmm, mm","LEX.F3.0F.W0 D6 /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move quadword from mmx to low quadword of xmm."
"MOVSB pdi, psi","LEX.WB A4 rep","Valid","Valid","Valid","","RDI (r)","RSI (r)","","","","For legacy mode, Move byte from address DS:SI/ESI/RSI to ES:DI/EDI/RDI. For 64-bit mode move byte from address (R|E)SI to (R|E)DI."
"MOVSD pdi, psi","LEX.WX A5 o32 rep","Valid","Valid","Valid","","RDI (r)","RSI (r)","","","","For legacy mode, move dword from address DS:SI/ESI/RSI to ES:DI/EDI/RDI. For 64-bit mode move dword from address (R|E)SI to (R|E)DI."
"MOVSQ pdi, psi","LEX.WX A5 o64 rep","Valid","Invalid","Invalid","","RDI (r)","RSI (r)","","","","Move qword from address RSI to RDI."
"MOVSW pdi, psi","LEX.WX A5 o16 rep","Valid","Valid","Valid","","RDI (r)","RSI (r)","","","","For legacy mode, move word from address DS:SI/ESI/RSI to ES:DI/EDI/RDI. For 64-bit mode move word at address (R|E)SI to (R|E)DI."
"MOVSX rw, r8/m8","LEX.0F.W0 BE /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move byte to doubleword with sign-extension."
"MOVSX rw, r8/m8","LEX.0F.W1 BE /r","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move byte to quadword with sign-extension."
"MOVSX r32, r16/m16","LEX.0F.W0 BF /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move word to doubleword, with sign-extension."
"MOVSX r64, r16/m16","LEX.0F.W1 BF /r","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move word to quadword with sign-extension."
"MOVSXD r64, r32/m32","LEX.W1 63 /r","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move doubleword to quadword with sign-extension."
"MOVZX rw, r8/m8","LEX.0F.W0 B6 /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move byte to doubleword, zero-extension."
"MOVZX rw, r8/m8","LEX.0F.W1 B6 /r","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move byte to quadword, zero-extension."
"MOVZX rw, r16/m16","LEX.0F.W0 B7 /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move word to doubleword, zero-extension."
"MOVZX rw, r16/m16","LEX.0F.W1 B7 /r","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Move word to quadword, zero-extension."
"MUL r8/m8","LEX.WB F6 /4","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Unsigned multiply (AX := AL * r8/m8)."
"MUL rw/mw","LEX.WX F7 /4","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Unsigned multiply (DX/EDX/RDX:AX/EAX/RAX := AX/EAX/RAX * r/m)."
"MWAIT","LEX.0F.W0 01 C9","Valid","Valid","Valid","","RAX (r)","RCX (r)","","","","A hint that allow the processor to stop instruction execution and enter an implementation-dependent optimized state until occurrence of a class of events."
"NEG r8/m8","LEX.WB F6 /3 lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","","","","","Two's complement negate r8/m8."
"NEG rw/mw","LEX.WX F7 /3 lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","","","","","Two's complement negate r/m."
"NOP rw/mw","LEX.0F.W0 1F /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Multi-byte no-operation instruction."
"NOP","LEX.WN 90 norexb","Valid","Valid","Valid","","","","","","","One byte no-operation instruction."
"NOT r8/m8","LEX.WB F6 /2 lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","","","","","Reverse each bit of r8/m8."
"NOT rw/mw","LEX.WX F7 /2 lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","","","","","Reverse each bit of r/m."
"OR r8/m8, r8","LEX.WB 08 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","","","","r8/m8 OR r8."
"OR rw/mw, rw","LEX.WX 09 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","","","","r/m OR r."
"OR r8, r8/m8","LEX.WB 0A /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","r8 OR r8/m8."
"OR rw, rw/mw","LEX.WX 0B /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","r OR r/m."
"OR al, ib","LEX.WN 0C ib","Valid","Valid","Valid","","RAX (r, w)","ib","","","","AL OR ib."
"OR aw, iw","LEX.WX 0D iw","Valid","Valid","Valid","","RAX (r, w)","iw","","","","EAX OR sign-extended iw."
"OR r8/m8, ib","LEX.WB 80 /1 ib lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","r8/m8 OR ib."
"OR rw/mw, iw","LEX.WX 81 /1 iw lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","iw","","","","r/m OR iw."
"OR rw/mw, ib","LEX.WX 83 /1 ib lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","r/m OR ib (sign-extended)."
"OUT ib, al","LEX.WB E6 ib","Valid","Valid","Valid","","ib","RAX (r)","","","","Output byte in AL to I/O port address ib."
"OUT ib, aw","LEX.WX E7 ib o32","Valid","Valid","Valid","","ib","RAX (r)","","","","Output word in AX/EAX/RAX to I/O port address ib."
"OUT dx, al","LEX.WB EE","Valid","Valid","Valid","","RDX (r)","RAX (r)","","","","Output byte in AL to I/O port address in DX."
"OUT dx, aw","LEX.WX EF o32","Valid","Valid","Valid","","RDX (r)","RAX (r)","","","","Output word in AX/EAX/RAX to I/O port address in DX."
"OUTSB dx, psi","LEX.WB 6E rep","Valid","Valid","Valid","","RDX (r)","RSI (r)","","","","Output byte from memory location specified in DS:(E)SI or RSI to I/O port specified in DX."
"OUTSD dx, psi","LEX.WX 6F o32 rep","Valid","Valid","Valid","","RDX (r)","RSI (r)","","","","Output doubleword from memory location specified in DS:(E)SI or RSI to I/O port specified in DX."
"OUTSW dx, psi","LEX.WX 6F o16 rep","Valid","Valid","Valid","","RDX (r)","RSI (r)","","","","Output word from memory location specified in DS:(E)SI or RSI to I/O port specified in DX."
"PAUSE","LEX.F3.WN 90 norexb","Valid","Valid","Valid","","","","","","","Gives hint to processor that improves performance of spin-wait loops."
"POP ES","LEX.WN 07","Invalid","Valid","Valid","","SEG (w)","RSP (r, w, i)","","","","Pop top of stack into ES; increment stack pointer."
"POP SS","LEX.WN 17","Invalid","Valid","Valid","","SEG (w)","RSP (r, w, i)","","","","Pop top of stack into SS; increment stack pointer."
"POP DS","LEX.WN 1F","Invalid","Valid","Valid","","SEG (w)","RSP (r, w, i)","","","","Pop top of stack into DS; increment stack pointer."
"POP rw","LEX.WW 58+r","Valid","Valid","Valid","","opcode +r (w)","RSP (r, w, i)","","","","Pop top of stack into r16; increment stack pointer."
"POP rw/mw","LEX.WW 8F /0","Valid","Valid","Valid","","ModRM:r/m (w)","RSP (r, w, i)","","","","Pop top of stack into r/m; increment stack pointer."
"POP FS","LEX.0F.W0 A1","Valid","Valid","Valid","","SEG (w)","RSP (r, w, i)","","","","Pop top of stack into FS; increment stack pointer."
"POP GS","LEX.0F.W0 A9","Valid","Valid","Valid","","SEG (w)","RSP (r, w, i)","","","","Pop top of stack into GS; increment stack pointer."
"POPA","LEX.WW 61","Invalid","Valid","Valid","","RSP (r, w, i)","","","","","Pop [E]DI, [E]SI, [E]BP, [E]BX, [E]DX, [E]CX, and [E]AX."
"POPAD","LEX.WW 61 o32","Invalid","Valid","Valid","","RSP (r, w, i)","","","","","Pop EDI, ESI, EBP, EBX, EDX, ECX, and EAX."
"POPAW","LEX.WW 61 o16","Invalid","Valid","Valid","","RSP (r, w, i)","","","","","Pop DI, SI, BP, BX, DX, CX, and AX."
"POPCNT rw, rw/mw","LEX.F3.0F.W0 B8 /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","POPCNT on r/m"
"POPCNT rw, rw/mw","LEX.F3.0F.W1 B8 /r","Valid","Invalid","Invalid","","ModRM:reg (w)","ModRM:r/m (r)","","","","POPCNT on r/m"
"POPFD","LEX.WW 9D o32","Invalid","Valid","Valid","","RFLAGS (w, i)","RSP (r, w, i)","","","","Pop word from stack into EFLAGS."
"POPFQ","LEX.WW 9D o64","Valid","Invalid","Invalid","","RFLAGS (w, i)","RSP (r, w, i)","","","","Pop word from stack into RFLAGS."
"POPFW","LEX.WW 9D o16","Valid","Valid","Valid","","RFLAGS (w, i)","RSP (r, w, i)","","","","Pop word from stack into FLAGS."
"PSHUFW mm1, mm2/m64, ib","LEX.0F.W0 70 /r ib","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","ib","","","Shuffle the words in mm2/m64 based on the encoding in ib and store the result in mm1."
"PTWRITE rw/mw","LEX.F3.0F.W0 AE /4","Valid","Valid","Invalid","","ModRM:r/m (r)","","","","","Reads the data from r/m to encode into a PTW packet if dependencies are met (see details below)."
"PTWRITE rw/mw","LEX.F3.0F.W1 AE /4","Valid","Invalid","Invalid","","ModRM:r/m (r)","","","","","Reads the data from r/m to encod into a PTW packet if dependencies are met (see details below)."
"PUSH ES","LEX.WN 06","Invalid","Valid","Valid","","SEG (r)","RSP (r, w, i)","","","","Push ES."
"PUSH CS","LEX.WN 0E","Invalid","Valid","Valid","","SEG (r)","RSP (r, w, i)","","","","Push CS."
"PUSH SS","LEX.WN 16","Invalid","Valid","Valid","","SEG (r)","RSP (r, w, i)","","","","Push SS."
"PUSH DS","LEX.WN 1E","Invalid","Valid","Valid","","SEG (r)","RSP (r, w, i)","","","","Push DS."
"PUSH rw","LEX.WW 50+r","Valid","Valid","Valid","","opcode +r (r)","RSP (r, w, i)","","","","Push r."
"PUSH iw","LEX.WN 68 iw","Valid","Valid","Valid","","iw","RSP (r, w, i)","","","","Push iw."
